Strefa (AB);Zakres (number);Operator (nazwa);Operator (ID);Strefa (nazwa);Strefa (symbol);Obszar numeracyjny;Data modyfikacji
32;324786;Arkadiusz Koæma FIRMA HANDLOWA "GIGA";5561;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32479;P4 Sp. z o.o. (d. 3S S.A.);4408;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;3248;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;3249(0-2,7-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2016-07-15 12:15
32;32493(1-3);Netia S.A.;6;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;324930;NDI Us³ugi komputerowe Tomasz Krzysztofik;3331;KATOWICE;SN-KA;CA£A SN;2020-10-01 12:15
32;324934;SMSWIZARD POLSKA Sp. z o.o.;12975;KATOWICE;SN-KA;CA£A SN;2023-06-06 12:45
32;324935;Rezerwa techniczna;99992;KATOWICE;SN-KA;CA£A SN;2023-01-02 12:20
32;324936;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KATOWICE;SN-KA;CA£A SN;2017-07-12 12:15
32;324937;M3.NET Sp. z o.o.;10099;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;324938;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;324939;Marat Sp. z o.o.;8620;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32494(0,3,8);Netia S.A.;6;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32494(1,2);ITCOMP Sp. z o.o.;9722;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;324944;TARTEL Sp. z o.o.;7269;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;324945;BETASOFT Sp. z o.o.;5310;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;324946;PRZEDSIÊBIORSTWO AJC Adam Ozga Przedsiêbiorstwo AJC2;390;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;324947;Nettelekom GK Sp. z o.o.;9896;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;324949;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32495;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32496(0,8-9);P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KATOWICE;SN-KA;CA£A SN;2017-07-13 12:15
32;32496(1-7);P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KATOWICE;SN-KA;CA£A SN;2016-07-15 12:15
32;325(1,2,4,7-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;3250(1-5,7,9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32500(2-4,6-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2024-01-12 12:45
32;325000;Spikon Sp. z o.o.;10784;KATOWICE;SN-KA;CA£A SN;2020-09-17 12:15
32;325001;BIM-RS Sp. z o.o.;13392;KATOWICE;SN-KA;CA£A SN;2024-01-12 12:45
32;325005;Leon Sp. z o.o.;1471;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32506(0,1-4,7-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32506(5,6);SLICAN Sp. z o.o.;10012;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32508;T-MOBILE POLSKA S.A.;4;KATOWICE;SN-KA;CA£A SN;2018-04-11 12:15
32;3253(0,1,3-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32532(1-4,6-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;;2016-03-19 12:15
32;325320;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;325325;MICROCHIP S.C.;5367;KATOWICE;SN-KA;;2016-03-19 12:15
32;3255(0,1-4,6,8-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32555(1-4,7-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2018-07-03 12:15
32;325550;Aiton Caldwell S.A.;8085;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;325555;Centrum Us³ug Komputerowych GROT Sp. z o.o.;1427;KATOWICE;SN-KA;CA£A SN;2015-12-29 12:15
32;325556;ATMEL Sp. z o.o.;9777;KATOWICE;SN-KA;CA£A SN;2018-07-03 12:15
32;32557(1-6);P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KATOWICE;SN-KA;;2016-06-04 12:15
32;32557(8-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;;2019-01-04 12:15
32;325570;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KATOWICE;SN-KA;;2019-01-04 12:15
32;325577;OBS£UGA PC S.C.;10402;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;3256(0,1-8);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32569(0,1,3-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;325692;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2021-09-08 12:15
32;326(5,9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;3260(3-4,6,8-9);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2016-07-09 12:15
32;32600(1,2);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32600(3-5,9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2021-11-09 12:15
32;326000;LoVo Sp. z o.o. Spó³ka komandytowa;10664;KATOWICE;SN-KA;CA£A SN;2020-07-04 12:15
32;326006;Leon Sp. z o.o.;1471;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326007;LoVo Sp. z o.o. Spó³ka komandytowa;10664;KATOWICE;SN-KA;CA£A SN;2019-10-29 12:15
32;326008;LoVo Sp. z o.o.;7184;KATOWICE;SN-KA;CA£A SN;2021-11-09 12:15
32;32601(0-2,5-9);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2017-03-16 12:15
32;326013;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2019-10-01 12:15
32;326014;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2021-07-31 12:15
32;32602(0-5,7-9);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2016-07-09 12:15
32;326026;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2016-07-09 12:15
32;32605(0,1-7,9);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326058;ENTER T&T Sp. z o.o.;10688;KATOWICE;SN-KA;CA£A SN;2018-12-16 12:15
32;32607(0,1-8);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326079;ENTER T&T Sp. z o.o.;10688;KATOWICE;SN-KA;CA£A SN;2018-12-16 12:15
32;32610(1-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326100;LoVo Sp. z o.o. Spó³ka komandytowa;10664;KATOWICE;SN-KA;CA£A SN;2020-07-04 12:15
32;32611(0,1,5,9);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32611(2-4,6-8);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32612(0,1,2);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32612(3-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32613(0,2,3,6,9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32613(1,4,5,7,8);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32614(0,1-3);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32614(4-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32615(0,1,2,5-7);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32615(3,4,8,9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32616(0,9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32616(1-8);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32617(0,1-6,8-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326177;Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32618(0,1-5);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32618(6-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32619;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;3262(3,7,8);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32620(0,1);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32620(2-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32621;T-MOBILE POLSKA S.A.;4;KATOWICE;SN-KA;CA£A SN;2018-04-11 12:15
32;32622(0,1-6);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32622(7-9);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32624(0,1,2,5-9);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32624(3,4);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32625(0,1,7,8);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32625(2-6,9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32626(0,1,3);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32626(2,4-5,7-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2017-04-04 12:15
32;326266;SUDER Sp. z o.o.;10822;KATOWICE;SN-KA;CA£A SN;2017-04-04 12:15
32;32629;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;3263(1,2);T-MOBILE POLSKA S.A.;4;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;3263(3,5-6,8);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2023-12-06 12:45
32;32630(1,3);DEBACOM Sp. z o.o.;3239;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326300;Rezerwa techniczna;99992;KATOWICE;SN-KA;CA£A SN;2021-01-01 12:15
32;326302;T-MOBILE POLSKA S.A.;4;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326304;VOXBONE SA;7575;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326305;VOXBONE SA;7575;KATOWICE;SN-KA;CA£A SN;2023-03-10 12:45
32;326306;Focus Telecom Polska Sp. z o.o.;8974;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326307;PASJO.NET HAIDER CZEMPIK SP.J.;3192;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326308;Rezerwa techniczna;99992;KATOWICE;SN-KA;CA£A SN;2023-12-15 12:45
32;326309;Rezerwa techniczna;99992;KATOWICE;SN-KA;CA£A SN;2021-01-01 12:15
32;32634(0,4-9);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;32634(1-2);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2016-07-09 12:15
32;326343;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2016-07-09 12:15
32;32637(0,1,3-9);T-MOBILE POLSKA S.A.;4;KATOWICE;SN-KA;CA£A SN;2023-12-06 12:45
32;326372;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2023-12-06 12:45
32;32639(0,4-9);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2016-07-09 12:15
32;32639(2,3);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;326391;Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2016-07-09 12:15
32;3264(0,8);Rezerwa Prezesa UKE;99990;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
32;3264(5,7);Orange Polska S.A.;1;KATOWICE;SN-KA;CA£A SN;2015-07-20 12:52
