Strefa (AB);Zakres (number);Operator (nazwa);Operator (ID);Strefa (nazwa);Strefa (symbol);Obszar numeracyjny;Data modyfikacji
91;914660;P4 Sp. z o.o. (d. 3S S.A.);4408;SZCZECIN;SN-SZ;CA£A SN;2018-05-17 12:15
91;91469(0,1-5,7-9);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;914696;P4 Sp. z o.o. (d. 3S S.A.);4408;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;9147(0,3-8);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91471;TK Telekom Sp. z o.o.;7;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91472(0,6-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91472(1-3,5);TK Telekom Sp. z o.o.;7;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;914724;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91479(0,1-3,5-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;914794;Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;9148(0,1-5,7-9);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91486(0,1-6,8-9);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;914867;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2017-09-13 12:15
91;9149(0,2-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2019-08-17 12:15
91;91491(0-3,5-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2019-08-17 12:15
91;914914;Telfon Poland Sp. z o.o.;12517;SZCZECIN;SN-SZ;CA£A SN;2019-08-17 12:15
91;915(1-4,8);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;9150(1-5,7-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91500(2-3,6-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2021-12-29 12:15
91;915000;SUDER Sp. z o.o.;10822;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;915001;MEDIDESK Sp. z o.o.;12669;SZCZECIN;SN-SZ;CA£A SN;2021-12-29 12:15
91;915004;LoVo Sp. z o.o. Spó³ka komandytowa;10664;SZCZECIN;SN-SZ;CA£A SN;2017-06-29 12:15
91;915005;LoVo Sp. z o.o. Spó³ka komandytowa;10664;SZCZECIN;SN-SZ;CA£A SN;2016-12-22 12:15
91;91506(0-4,8-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2019-01-18 12:15
91;915065;SLICAN Sp. z o.o.;10012;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;915066;SLICAN Sp. z o.o.;10012;SZCZECIN;SN-SZ;CA£A SN;2017-12-16 12:15
91;915067;SLICAN Sp. z o.o.;10012;SZCZECIN;SN-SZ;CA£A SN;2019-01-18 12:15
91;9155(0,1-4,6-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-09-18 12:15
91;91555(0,1-4,6-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;915555;AlterTEL Sp. z o.o.;8614;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;9156(0,5-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91561(0,1-3,5-9);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;915614;Telnyx Ireland Limited;13021;SZCZECIN;SN-SZ;CA£A SN;2022-03-01 12:15
91;91562(0,1-8);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;915629;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91563(0,3,4,6-9);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91563(1,2,5);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91564(0-1,3-5,7);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2017-03-16 12:15
91;91564(2,8,9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;915646;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2017-03-16 12:15
91;9157(1,2,4,5);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;9157(3,8);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91570(0,1-6);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91570(7-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91576(0-4,8);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2017-03-16 12:15
91;91576(5,9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91576(6,7);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2017-03-16 12:15
91;91577(0,1,2,4-9);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;915773;P4 Sp. z o.o. (d. 3S S.A.);4408;SZCZECIN;SN-SZ;CA£A SN;2020-05-15 12:15
91;91579(0,1-3,6);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91579(4,5,7-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;9159(0,2-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91591(0,1-4,6-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;915915;Peoplefone Polska S.A.;7317;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918(4,6-7);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2019-08-17 12:15
91;9180(0,6-9);Rezerwa techniczna;99992;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91801(0-1);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2018-09-06 12:15
91;91801(3-9);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918012;Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2017-07-05 12:15
91;91802(0,1,3,4,9);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91802(5,7);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2017-07-05 12:15
91;918022;Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2018-09-06 12:15
91;918026;Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2017-01-06 12:15
91;918028;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2023-04-01 12:45
91;91803(0,3,5,6);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91803(1-2,8-9);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2018-09-06 12:15
91;91803(4,7);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2018-01-16 12:15
91;91804(0,7-9);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91804(1,2);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2018-09-06 12:15
91;91804(3,4);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2017-01-06 12:15
91;918045;Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2017-07-05 12:15
91;918046;Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2018-09-06 12:15
91;91805(0,2,3);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2018-09-06 12:15
91;91805(5-9);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918051;Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2017-07-05 12:15
91;918054;Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2018-09-06 12:15
91;9181(2,4,8);Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2022-07-13 12:15
91;91810(0-7,9);Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2021-03-13 12:15
91;918108;Multimedia Stargard Sp. z o.o.;13179;SZCZECIN;SN-SZ;CA£A SN;2022-06-16 12:15
91;91811;Polkomtel Sp. z o.o.;3;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91813(0,2-9);Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2022-07-13 12:15
91;918131;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2022-07-13 12:15
91;91815(0,1-5);Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91815(6-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91816(1-5);Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2022-07-13 12:15
91;91816(6-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918160;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2022-07-13 12:15
91;91817(0,8-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91817(1-7);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91819(0-4);Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2022-07-13 12:15
91;91819(6-8);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2019-03-26 12:15
91;918195;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2022-07-13 12:15
91;918199;LoVo Sp. z o.o. Spó³ka komandytowa;10664;SZCZECIN;SN-SZ;CA£A SN;2019-03-26 12:15
91;9182(0,9);P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;9182(5-7);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91821;Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91822;Polkomtel Sp. z o.o.;3;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91823(0,4-9);P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918231;Netia S.A.;6;SZCZECIN;SN-SZ;CA£A SN;2020-04-30 12:15
91;918232;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;;2015-11-24 12:15
91;918233;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;SZCZECIN;SN-SZ;;2015-11-24 12:15
91;91824(0,6-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91824(1-5);Orange Polska S.A.;1;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91828(0,3-7,9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2018-01-12 12:15
91;91828(1,2);P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;SZCZECIN;SN-SZ;CA£A SN;2018-01-12 12:15
91;918288;VOXBONE SA;7575;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;9183(0,2,3,7,9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;;2016-01-15 12:15
91;91831(1-9);Netia S.A.;6;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918310;Aiton Caldwell S.A.;8085;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91834;Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91835(0,1-3,5,9);Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91835(4,6-8);Netia S.A.;6;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91836(0,6);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2022-07-13 12:15
91;91836(1,3);Flexcom Sp. z o.o.;11973;SZCZECIN;SN-SZ;CA£A SN;2022-02-19 12:15
91;91836(4,5,7);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91836(8-9);Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;CA£A SN;2022-07-13 12:15
91;918362;TARTEL Sp. z o.o.;7269;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91838(0-4,6-7);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;;2022-04-09 12:15
91;918385;Orange Polska S.A.;1;SZCZECIN;SN-SZ;;2016-01-15 12:15
91;918388;LoVo Sp. z o.o. Spó³ka komandytowa;10664;SZCZECIN;SN-SZ;;2022-04-09 12:15
91;918389;Orange Polska S.A.;1;SZCZECIN;SN-SZ;;2016-06-23 12:15
91;9185(0,4-7,9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91851(0,5-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91851(1-4);T-MOBILE POLSKA S.A.;4;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91852(0,2,6-9);EXATEL S.A.;18;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91852(1,3-5);T-MOBILE POLSKA S.A.;4;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91853(0,1-7);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91853(8,9);T-MOBILE POLSKA S.A.;4;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91858;Polkomtel Sp. z o.o.;3;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91880(0,1,4-6);EXATEL S.A.;18;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91880(2,3);Netia S.A.;6;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91880(7,9);Vectra S.A.;5568;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918808;TARTEL Sp. z o.o.;7269;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91881(0,1,3-9);T-MOBILE POLSKA S.A.;4;SZCZECIN;SN-SZ;;2018-04-11 12:15
91;918812;OXYLION S.A.;9891;SZCZECIN;SN-SZ;;2015-12-01 12:15
91;91882(1,3,6-7);EXATEL S.A.;18;SZCZECIN;SN-SZ;;2019-06-29 12:15
91;91882(2,4,5);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;;2019-06-29 12:15
91;918820;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;;2018-09-10 12:15
91;918828;SYNTELL S.A.;10628;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918829;VOXNET Sp. z o.o. Sp. k.;728;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91883(1,4);didXL B.V.;13079;SZCZECIN;SN-SZ;CA£A SN;2021-11-03 12:15
91;91883(7-9);Netia S.A.;6;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918830;ITH Sp. Z o.o.;12635;SZCZECIN;SN-SZ;CA£A SN;2020-03-14 12:15
91;918832;Colt Technology Services GmbH;12380;SZCZECIN;SN-SZ;CA£A SN;2022-12-02 12:45
91;918833;K2M Sp. z o.o.;13135;SZCZECIN;SN-SZ;CA£A SN;2022-04-30 12:15
91;918835;Flexcom Sp. z o.o.;11973;SZCZECIN;SN-SZ;CA£A SN;2022-02-19 12:15
91;918836;EXATEL S.A.;18;SZCZECIN;SN-SZ;CA£A SN;2019-06-29 12:15
91;91884;T-MOBILE POLSKA S.A.;4;SZCZECIN;SN-SZ;Szczecin;2018-04-11 12:15
91;91885(1,3,4);Aiton Caldwell S.A.;8085;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91885(6,8);Softblue S.A.;12915;SZCZECIN;SN-SZ;CA£A SN;2023-11-04 12:45
91;918850;Netia S.A.;6;SZCZECIN;SN-SZ;Szczecin;2015-07-20 01:12
91;918852;Netia S.A.;6;SZCZECIN;SN-SZ;CA£A SN;2020-06-10 12:15
91;918855;BT Poland Sp. z o.o.;109;SZCZECIN;SN-SZ;Stargard Szczeciñski;2021-03-27 12:15
91;918857;Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2023-11-04 12:45
91;918859;didXL B.V.;13079;SZCZECIN;SN-SZ;CA£A SN;2021-10-22 12:15
91;91886(0,4,6,7,9);T-MOBILE POLSKA S.A.;4;SZCZECIN;SN-SZ;;2018-04-11 12:15
91;91886(1-3);T-MOBILE POLSKA S.A.;4;SZCZECIN;SN-SZ;Szczecin;2018-04-11 12:15
91;918865;OXYLION S.A.;9891;SZCZECIN;SN-SZ;;2015-12-01 12:15
91;918868;Peoplefone Polska S.A.;7317;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91887(0,5-9);T-MOBILE POLSKA S.A.;4;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918871;VOXBONE SA;7575;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918872;Nettelekom GK Sp. z o.o.;9896;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918873;Polkomtel Sp. z o.o.;3;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;918874;Przedsiêbiorstwo Przemys³owo-Handlowe AURA Sp. z o.o.;2656;SZCZECIN;SN-SZ;Lipiany, Pyrzyce, Stare Czarnowo;2015-07-20 01:12
91;91888(0,1-4);Netia S.A.;6;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;91888(5-9);Multimedia Polska Sp. z o.o.;180;SZCZECIN;SN-SZ;;2018-06-01 12:15
91;91889;Polkomtel Sp. z o.o.;3;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;9189(0,2-9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2019-08-17 12:15
91;91891(0-7,9);Rezerwa Prezesa UKE;99990;SZCZECIN;SN-SZ;CA£A SN;2019-08-17 12:15
91;918918;Telfon Poland Sp. z o.o.;12517;SZCZECIN;SN-SZ;CA£A SN;2019-08-17 12:15
91;919(0,1-7);Rezerwa regulacyjna;99991;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
91;919(8,9);Rezerwa techniczna;99992;SZCZECIN;SN-SZ;CA£A SN;2015-07-20 01:12
94;94(2,4-6);Rezerwa regulacyjna;99991;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:12
94;941(0,1-8);Rezerwa regulacyjna;99991;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:12
94;9419;Rezerwa techniczna;99992;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:12
94;9430(2,4-5,9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2023-11-25 12:45
94;94300;Polkomtel Sp. z o.o.;3;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94301;INEA Sp. z o o.;13009;KOSZALIN;SN-KO;CA£A SN;2023-11-25 12:45
94;94303(1-9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;943030;P4 Sp. z o.o.;92;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94306(0,1-6,8-9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;943067;SLICAN Sp. z o.o.;10012;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94307(1-5);Belgacom International Carrier Services SA/NV;12051;KOSZALIN;SN-KO;CA£A SN;2020-01-11 12:16
94;94307(6-9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2020-01-11 12:16
94;943070;P4 Sp. z o.o.;92;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94308(0,3-9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2023-05-06 12:45
94;943081;ITEL Solutions Sp. z o.o.;11274;KOSZALIN;SN-KO;CA£A SN;2023-05-06 12:45
94;943082;Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;9431(1-2,6,8);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2017-03-16 12:15
94;9431(3,9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94310(0,8);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94310(1-7,9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94314(0-6,8-9);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2017-03-16 12:15
94;943147;DIDWW Ireland Limited;12132;KOSZALIN;SN-KO;CA£A SN;2018-10-19 12:15
94;94315(3-4,9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;;2017-03-22 12:15
94;94315(5-8);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;943150;Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;943151;e-Telko Sp. z o.o.;11564;KOSZALIN;SN-KO;;2017-04-19 12:15
94;943152;Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;;2020-07-23 12:15
94;94317(0,1,7-9);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94317(2-4);T-MOBILE POLSKA S.A.;4;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94317(5,6);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;9432;Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;;2019-08-17 12:15
94;9433(0-2,4-9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;;2016-01-14 12:15
94;94333(0,5-9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;;2019-02-22 12:15
94;94333(1,2);P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KOSZALIN;SN-KO;;2017-04-11 12:15
94;943333;Globitel Sp. z o.o.;7243;KOSZALIN;SN-KO;;2016-01-14 12:15
94;943334;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KOSZALIN;SN-KO;;2019-02-22 12:15
94;9434(1-2,6-8);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2017-03-16 12:15
94;94340(0,2-9);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;943401;CLAUDE ICT POLAND Sp. Z o.o.;9990;KOSZALIN;SN-KO;CA£A SN;2016-04-26 12:15
94;94343(0-6,8-9);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2017-03-16 12:15
94;943437;Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2020-10-30 12:15
94;94344(0,4-9);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94344(1-3);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94345(0-5,7-9);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2017-03-16 12:15
94;943456;P4 Sp. z o.o. (d. 3S S.A.);4408;KOSZALIN;SN-KO;CA£A SN;2020-05-15 12:15
94;94349;T-MOBILE POLSKA S.A.;4;KOSZALIN;SN-KO;CA£A SN;2018-04-11 12:15
94;9435(1,2,4,8);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;9435(6,9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2020-09-03 12:15
94;94350(0-8);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2020-09-03 12:15
94;943509;ASTA-NET S.A.;609;KOSZALIN;SN-KO;CA£A SN;2020-09-03 12:15
94;94353(0,1-6,8);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;943537;Intelligent Technologies S.A.;748;KOSZALIN;SN-KO;CA£A SN;2015-09-16 12:15
94;943539;Netia S.A.;6;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94355(0,1-5);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94355(7-8);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2023-01-13 12:45
94;943556;Aiton Caldwell S.A.;8085;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;943559;LoVo Sp. z o.o. Spó³ka komandytowa;10664;KOSZALIN;SN-KO;CA£A SN;2023-01-13 12:45
94;94357(2-4,7,8);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2017-03-16 12:15
94;943570;Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;;2023-03-29 12:45
94;943571;E-CHO Sp. z o.o.;5933;KOSZALIN;SN-KO;;2016-02-16 12:15
94;943575;Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2017-03-16 12:15
94;943576;Dialoga Servicios Interactivos S.A.;10930;KOSZALIN;SN-KO;;2015-10-30 12:15
94;943579;Pomerania Services Group Sp. z o.o.;11625;KOSZALIN;SN-KO;;2016-03-03 12:15
94;9436(0,2,8-9);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94361(0,3,4);Rezerwa Prezesa UKE;99990;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94361(1,2,5-9);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2015-07-20 01:13
94;94363(0-6);Orange Polska S.A.;1;KOSZALIN;SN-KO;CA£A SN;2017-03-16 12:15
